sentence,label
shaan ko dekh ke ek aise dost ki yaad aati school ka - jo bahut zyada khade ho ke cycle chalata tha .  baith jaye toh uske kandhe pe hath rakho aur ghar tak pedal maarna na pade,neutral
"bhai sb ye hamare comment ka nateja h ke ye kuch v fake ,  ganda news post kr dete hai .  agr hm inke post news pe comment na kren ye kavi v ni krega khud sudhr jaenge .  .",negative
"ek match jeetne mai karodon logo k totke lagte hai ,  log sirf kohli ,  dhawan ko credit dete rahte hai .  .  .  huh",negative
"this goes way too fast :o its been already a year that i saw avril lavigne in concert &lt;3 october 25 2011 ,  one of the best day of my life :d",positive
"aaj ke latest xbox aur ps se zyada bhokal uss time  "" udne walla mario ""  ka hota tha",positive
us gaaon ke log bhi jahrile honge,neutral
"@someUSER he's on the plane to amsterdam now ,  bet he's not in class tomorrow",neutral
"goodnight bots !  tomorrow remember 106 &amp; park ,  mobo twitter chat ,  and david letterman with @someUSER good day for the bots !",positive
sick beard: download finished: 3rd rock from the sun - 5x11 - dick puts the 'id' in cupid,neutral
"man ,  i'm sorry for the death of mr . mitch lucker .  may he rest in peace .",negative
yippee  !  !  !  friends i got free 3gb 3g mobile internet for 1 month in just 2 minute stuff .,positive
"@someUSER happy birthday sweetheart .  may all your days be special ,  just like you .  love ,  grammy",positive
family makes fun always .  lekin hame tb pata chalta hai jb hum bade ho jate hain,positive
jhut aisi koi dawai nhi hai ling nirdharan chrosome xx xy pr depend krta hai or girl boy male ke sperm se hote hai iske liye girl jimmedar nhi,negative
@someUSER happy thursday !  enjoyed the show so much last night watched 4x .  #thankyoutimeshifting !  !  have a great day my greek !,positive
inka ticket bhi shayad hi check hota ho,neutral
"kachua sir ,  kushwaha sir hai .  .  .  .  jesus  !  !",neutral
sub ganda hai par dhandha hai ye .  .,neutral
abey tonsil phool jayengey tab zaroor sudhrogey :d,positive
jai hind,positive
everyone talks about eli manning being the best in the 4th qtr .  jay cutler has the best qbr rating in 4th qtr in the nfl #getsome #dabears,positive
aaj kush to bht huy hum  .  .  .  :),positive
"when i die ,  the last thing i want to see is the six that dhoni hit in the 2011 world cup final .",positive
wo tu khale be,neutral
bhaiya aise banne lage to ho gaya kam,negative
cry cry itna cry krtae ho kaiko  .  .  .  har pal rtae kaaiko  !  !  !,negative
mai mobile se chipka hu on cst station  .  .  .,neutral
allergy too with  .  .  .  .  .  . bune huye sweaters  !  !  !  !  ;),negative
kejriwal best cm,positive
i love you ammi .  .  .  :-d,positive
bhai parkhacche tho aapne bhi dimag ke ud gaye the jab first time ftv midnight dekha tha  .  .  .  .  .  .  :d :d,positive
i love you maa aap jahan kahin bhi ho aapki yaaden hamesha saath hain .,positive
aisa kaise ho sakta hai  .  .  .  .  meine jo confession kiya tha wahi post kar dete,neutral
hahaha very true yrrrr,positive
saala dusre section k bacche chalk dene me ese karte the jese k chalk inke baap ki ho :p,negative
safe and sound on 57th and 11th .  .  . hoping that they clean up sandy quickly for those that were in her path .  love you all !,positive
and koi bhi match nhi hua with the graphics shown in the photo :3,negative
acting ka baap hai ye .  .  jhut bolne or acting krne me sabse aage :),neutral
free rail,positive
yeh questions ulta mommy log puchti hai .  :-/,negative
@someUSER i just had a look and it seems nash to davos is a done deal along with joe thornton .  i may have to pay a visit .  .  .,neutral
happy halloween !  !  starting this wicked wednesday off listening to pink floyd and leonard cohen .  get to take my boys out tonight !  yay !  !,positive
acha hai ke bap banjaye ga,positive
speechless,positive
"blog post: vice president joe biden to present the top ten list on cbs's  "" late show with david letterman ,  ""  thursday ,  .  .  .  http/URL",neutral
"if you want to learn batting ,  bat with ms dhoni .",positive
great man of india,positive
ladki ki baat chood yaar aur ye bata yaar woh jo 3rd question tha  .  .  uska ans kya tha  .  .,neutral
@someUSER ya but my dad is most likely taking it to san fran tomorrow :/,neutral
friday nite after the dwc reading raided sound garden .  .  . 3 dvds &amp; a cd 4 $20 !  cruising home 2 raphael sadiq .  friday note in cny .,neutral
just found out ill be playing at the same tournament with ut as my brother with his h . s .  in february in new orleans during mardis gras .,neutral
i want tickets to the thursday game heat vs knicks (game 3) hmm .  .  .,neutral
kejariwal tum apana soch ka dayra badho ab is misunderstanding se kam nahi chalane wala hai tumhara,negative
dil chota mat kar yaar  .  degree ki value hoti hai  .  iski value nahi hoti ki kaha se li hai  .  no degree contains the college's name  .  bas university ka naam hota hai  .  and at the end teri knowledge hi tujhe aage leke jayegi  .  .  so smile :),positive
woh 5 rupaye ki tickets .  .  .  ticket khareed k belt pe shirt ki pocket pe lagana aur na lage hone pe punishment -_-,negative
greenbrier &amp; summers counties have just been placed under a winter storm watch for monday night through tuesday .  .  .  http/URL,neutral
anna ne bhi aap join kar li public ko chuna laga ke,negative
acta gets the ax .  wrote about him and other managers on the hot seat on tuesday http/URL,negative
world cup ka tadka garbage bin ke sath(y),positive
"#292 : sometimes it's better to bunk a class and enjoy with friends  ,  today when i look back  ,  marks never made me laugh  ,  but my friends and memories always do  !",positive
capello says time for russia to win big match: russia manager fabio capello on thursday said that he intended to .  .  .  http/URL,neutral
"aa gaya buddha apni aukaat pe ,  dhire dhire iska bhi truth public ke saamne hoga",negative
free home,positive
"if 15 runs are needed off the last over ,  pressure is on the bowler… not on ms dhoni .",positive
@someUSER lorenzo beasley .  he was killed on july 17th of last year on the corner of 53rd and king dr .  ~#mile 5,negative
"are bhai  "" repidex ""  to rakh dete ek table pe :p",positive
"asia stocks mostly up on us ,  china data: asian stock markets advanced friday as a batch of upbeat economic data from the u . s .  and chi .  .  .",positive
"here i am procrastinating at my work desk reading iibt confessions  ,  as usual  .  .  .  oh wait  .  .  .  i didn't even go to iitb  !  - thank you for your entertainment  !  !",negative
shaan alwayz masterji ke eye-contact se bachne ki koshish me .  .,neutral
why would you still wear shorts when it's this cold ?  !  i love how britain see's a bit of sun and they're like 'oooh let's strip ! ',positive
modi ka majak to obama ne udaya tha :-d,negative
aur kapde wala duster,neutral
mummiyan aise he pareshan krte h match me .  .,negative
cupid did so much work da 1st time that he don't wanna be my friend no more,negative
garbage .  .  yaar tussi har bar dil jeet lete ho kasam se  .  .  kya mast reality har bar saamne late ho .  .  .  apni saari harkate yaad aa jati hai :p :d,positive
bhut baar kiya hai ye !  but har baar chapet mili thi !,negative
"kaash ,  nintendo (aur baaki saare game/console manufacturers) humey khel ne ke paise dete ,  toh aaj naukri nahi karni padhti .  .  .",negative
aur ram naam satya ho gaya :p,negative
hahaha hr student ka bahana copy ghar bhool gaya .  .  saale guddu teri dulhan aazaadiii .  .,neutral
bhai kitna realistic cartoon banata h .  .  .  muje doubt h k hum shayad ek hi claas me the .  .  .  .  .,positive
dear pakistan .  .  wc me india se jeetna tumse na ho paega 3:),negative
the boys are hot !  !  #streakin big win tonight let's do er again tomorrow !  #keepitrollin,positive
mera favourite page ban gaya hai garbage bin,positive
jab bhi annualy inspection hota tha copies ka ki last copy kab check hui hai .  .  . mai us time nayi copy bana k check kara deta tha nd bolta tha peechli wali khtm ho gayi .  .  .  :-),neutral
rahul gandhi ka gujrat elections me prachaar karna is like rajpal yadav trying to win over angelina jolie from brad pitt  .  .  .  .,negative
yaar papa waise aise hi hote hain  .  .  .  .,neutral
i never get this task bcz central govt school mai tha mai lol,negative
burger &amp; blonde friday today @someUSER crows nest $2 . 00 pure blonde with any burger purchase !,neutral
mother to guddu: beta guddu khana kha lo .  .  .,neutral
agar aap nahi daalenge to aapke account me 150 recharge add nahi hoga,neutral
guarantee gaga debuts her new single at the grammys in february .  not opposed even though its agesssss away .,neutral
tomorrow im doing a poll at 5pm-which series of dancing on ice is ur fave the celeb+pro that won the series will get a shoutout,neutral
paise ke jagah pe morton toffee milti thi :),neutral
@someUSER my birthday on february .  my friends think it's for valentine's day but i don't believe so .  :(,negative
"mamata asks parties to oppose cooking gas cylinder price hike: kolkata ,  nov 1 (ians) in the wake of yet another  .  .  .  http/URL",neutral
grand salute to the men in blue  !,positive
"mr .  pm  ,  great atmospahre to hoga hi .  .  .  .",positive
guddu ji cha gye,positive
yeh karke anna ne saabith kiya ke he is not fascist  .  .  .  .  .,positive
humare jawan ko marne vale aatnki ko shahid bolne vale huriyat neta se mila huaa hai kejrival phle hi kejrival owesi se hath mila chuka hai isi liye owesi delhi me chunav nahi ld raha .  kejrival ka ek neta kashmir ko desh se alg karne ki bat kar chuka hai aam aadami ke naam leke rajniti karne vale aam aadami kejrival ki asli rajniti ko samjho .,negative
sare awards isi acting k naam  .  .  .  (y),positive
yaar commerce wale log aisa kya kha ke aate hein 95% toh jaise bacho ka khel ho -_-,positive
to harne mein proud mehsus hota hai apko,negative
l ki power ?  mujhe laga s ki power best thi :p,negative
isko to khuskhbri nd bhart k liye a dhoni bad news dega .  .  . ghr aa ja apni biwi k pas rhe nd ache khiladio ko khelne ka moka mile,negative
gotta hold down a dub for that flatbush zombies show on the 1st .  throw a blunt on stage or sumn .,positive
bhai hamare tilak nager ki shaan hai jain book depo,positive
achha ji plz add me now fast nice yaar i liked,positive
he is cute .  .  <3,positive
guddu ne sahi javaab diya but sir cooker ke terehe gussa ho gaye,negative
modi ki tyre puncture ho rahi hai .  .  .  .,negative
aap to topi baaj hai,negative
clueless about other issues,negative
catch supersport united vs bidvest wits at the lucas moripe stadium at 15h30 on saturday live on ss4 #ssfootball,neutral
"nick diaz may be suspended ,  but his manager is trying to set up his next fight ,  saying a match with josh koscheck .  .  .  http/URL",neutral
bachho ka tiffin bhi to khaate hain staffroom me  .  .  .  .  ye kaun bataega / ?  ?  ?,positive
"in ls election u say ,   "" jeetu ya haru but i do seva of kashi ""  ,  .  .  .  .  kya bs jeetne ke liye jhooth hi bolte rhoge .  .  .  .  + vaise jo adami satta ke liye apne bachhon ki jhuthi kasam kha skta h uske liye ye choti si bat h arvind kejriwal",negative
just cus it's friday here are 62 reasons why bill murray is awesome http/URL,positive
kohli pehle nhi out ho gya tha dhawan se,negative
best thi 64 in 1,positive
modi is best modi ki bigr duniya nhi chalti .,positive
ye toh scam hai,negative
call center hi khol leta yr .  .,neutral
to abhi join kijiye,neutral
garbage bin : lagta h ab humara guddu adult ho gya h .  am i right ?,neutral
kya din they yaar .  .  .  .  .  .  .  . mario me seedhi per battak ko fasa ker 1up banana .  .  .  .  . vo 8 bit vo 16 bit games k sapne aana !  !,positive
"plz search google name of mukhtar abbas naqwi wife and his father in law name ,  sahnawaz husain wife also aankh khul jayegi .  .  .",neutral
"guddu world cup khatam na ho jaye tab tak tu bahar mat jana .  .  .  .  ,",negative
"mujhe to lga tha papa ki band bjne wali h ,  bt yha to chkr hi ulta pd gya .  . ;) :p",negative
"are ye kachua sir kine subjects padha lete hai ?  kabhi english ,  kabhi maths :o",neutral
dil to hai hindustani,neutral
abki baar aap ki sarkar,positive
"my sincere advise to arvind kejrival is after winning delhi ,  dont dream of becoming pm but work hard and show indians how you have made delhi corruption free which i am sure you will achieve ,  after that select a few parliament seat and develop it and build your party gradually - root out corruption from india - let us all eat halal food - you are the right person - we look forward for a corruption and communal free india",positive
